OBJECTID,FOD_ID,FPA_ID,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,dewpoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,windBearing,windGust,windGustTime,windSpeed,latitude_print,longitude_print,offset_print,timezone_print
1525258,201337932,TFS-TX2011-79175,101.22,1304970600,72.44,1305025500,101.22,1304970600,65.06,1304940900,33.41,0.24,clear-day,0.22,0,0,,0,,1304942040,1304991180,101.72,1304970600,71.87,1305025440,101.72,1304970600,64.57,1304940900,1304917200,11,1304966580,213,17.89,1304960580,9.42,32.23985296,-101.4524013,-5,America/Chicago
1525292,201337966,TFS-TX2011-78265,94.01,1305666720,66.23,1305721800,94.01,1305666720,57.84,1305633420,46.41,0.41,,0.52,0,0,,0,,1305632880,1305682620,94.51,1305666720,65.55,1305721860,94.51,1305666720,57.35,1305633420,1305608400,0,1305608400,192,21.55,1305647820,7.01,31.80997707,-101.2186098,-5,America/Chicago
1525297,201337971,TFS-TX2011-78131,96.77,1305753420,72.58,1305803880,96.77,1305753420,66.98,1305715140,56.12,0.46,clear-day,0.56,0,0,,0,,1305718380,1305768780,97.27,1305753420,71.6,1305804180,97.27,1305753420,66.49,1305715140,1305694800,9,1305743520,174,23.2,1305762240,12,34.088,-98.76566667,-5,America/Chicago
1525323,201337997,TFS-TX2011-80591,92.82,1306270500,52.95,1306324380,92.82,1306270500,53.15,1306237560,14.43,0.11,wind,0.76,0,0,,0,,1306237860,1306288140,93.32,1306270500,52.46,1306324380,93.32,1306270500,52.66,1306237560,1306213200,12,1306263000,274,40.55,1306270980,12.91,32.016037,-102.932265,-5,America/Chicago
1525324,201337998,TFS-TX2011-78094,90.98,1306263900,60.65,1306322340,90.98,1306263900,66.53,1306224960,21.54,0.15,wind,0.76,0,0,,0,,1306237260,1306287960,91.48,1306263900,60.16,1306322340,91.48,1306263900,66.04,1306224960,1306213200,0,1306213200,247,44.78,1306272480,17.71,33.28945714,-101.2841114,-5,America/Chicago
1525343,201338019,TFS-TX2011-78029,106.65,1306620180,76.14,1306672440,106.65,1306620180,73.71,1306584000,41.52,0.24,,0.88,0,0,,0,,1306583040,1306633440,107.15,1306620180,75.07,1306672440,107.15,1306620180,73.22,1306584000,1306558800,0,1306558800,205,28.48,1306636260,14.32,31.45234774,-101.3079448,-5,America/Chicago
1525363,201338039,TFS-TX2011-78091,101.97,1306699140,75,1306758780,101.97,1306699140,66.13,1306669980,24.3,0.12,rain,0.91,0.0016,0.0172,1306710000,0.49,rain,1306669020,1306720560,102.47,1306699140,74.27,1306759080,102.47,1306699140,65.64,1306669980,1306645200,12,1306694580,204,30.83,1306710540,16.55,35.23932221,-101.9339328,-5,America/Chicago
1525384,201338062,TFS-TX2011-78947,88.75,1306969380,64.08,1307015400,88.75,1306969380,63.01,1306932000,49.63,0.39,,0.01,0,0,,0,,1306929360,1306979820,89.25,1306969380,63.59,1307015400,89.25,1306969380,62.52,1306932000,1306904400,0,1306904400,179,27.99,1306911600,3.86,30.85479191,-104.2092252,-5,America/Chicago
1525386,201338064,TFS-TX2011-78944,87.28,1306969380,63.86,1307015460,87.28,1306969380,63.7,1306932000,49.61,0.39,,0.01,0,0,,0,,1306929300,1306979760,87.78,1306969380,63.37,1307015460,87.78,1306969380,63.21,1306932000,1306904400,0,1306904400,175,27.99,1306911600,3.97,30.85113211,-104.131582,-5,America/Chicago
1525412,201338090,TFS-TX2011-78469,99.9,1307135760,70.32,1307188620,99.9,1307135760,64.49,1307101320,49.4,0.31,clear-day,0.07,0.0001,0.0021,1307127600,0.21,rain,1307100660,1307151720,100.4,1307135760,69.83,1307188680,100.4,1307135760,64,1307101320,1307077200,11,1307126160,158,33.36,1307120880,12.47,32.65194444,-99.3125,-5,America/Chicago
1525420,201338098,TFS-TX2011-80582,96.16,1307135460,69.04,1307187180,96.16,1307135460,69.01,1307092800,45.81,0.3,rain,0.07,0.0001,0.0038,1307077200,0.42,rain,1307101320,1307152140,96.66,1307135460,68.55,1307187180,96.66,1307135460,68.52,1307092800,1307077200,12,1307126700,150,25.98,1307120220,12.67,31.971787,-101.451619,-5,America/Chicago
1525510,201338190,TFS-TX2011-79059,95.31,1307565600,69.8,1307619240,95.31,1307565600,72.36,1307532960,67.61,0.66,clear-day,0.25,0,0,,0,,1307531820,1307582400,94.76,1307566320,68.42,1307619120,94.76,1307566320,70.72,1307532900,1307509200,11,1307559600,166,12.67,1307573580,2.89,30.356,-94.39416667,-5,America/Chicago
1525515,201338196,TFS-TX2011-78169,105.08,1307657160,78.99,1307708100,105.08,1307657160,76.26,1307620800,52.35,0.28,rain,0.29,0.0002,0.002,1307611680,0.45,rain,1307619000,1307670780,105.58,1307657160,78.5,1307708100,105.58,1307657160,75.77,1307620800,1307595600,11,1307644860,178,27.86,1307674860,14.09,34.17603333,-100.2158,-5,America/Chicago
1525527,201338208,TFS-TX2011-79897,99.82,1307741340,70.4,1307789820,99.82,1307741340,72.02,1307706360,53.81,0.36,clear-day,0.32,0,0,,0,,1307705760,1307757000,100.32,1307741340,69.91,1307789820,100.32,1307741340,71.53,1307706360,1307682000,12,1307731320,145,29.61,1307748660,15.2,32.3796,-100.45,-5,America/Chicago
1525541,201338222,TFS-TX2011-80386,99.19,1307830500,74.36,1307880000,99.19,1307830500,73.09,1307793180,52.48,0.35,clear-day,0.36,0,0,,0,,1307792640,1307843760,99.69,1307830500,73.87,1307880000,99.69,1307830500,72.6,1307793180,1307768400,12,1307818140,157,24.58,1307843580,12.32,31.79386166,-102.231555,-5,America/Chicago
1525547,201338228,TFS-TX2011-78476,98.12,1307833020,75.9,1307869200,98.12,1307833020,70.71,1307792820,54.83,0.39,rain,0.36,0.0005,0.0077,1307768400,0.66,rain,1307791980,1307843580,98.62,1307833020,75.41,1307869200,98.62,1307833020,70.22,1307792820,1307768400,0,1307768400,152,24.21,1307836440,11.58,33.35116667,-100.4586111,-5,America/Chicago
1525560,201338241,TFS-TX2011-78842,98.78,1307915520,72.66,1307966100,98.78,1307915520,70.94,1307872680,67.74,0.64,clear-day,0.4,0,0,,0,,1307878860,1307928540,98.04,1307909040,70.72,1307966160,98.04,1307909040,69.26,1307872680,1307854800,10,1307908620,141,18.93,1307901240,6.91,26.78583333,-98.37638889,-5,America/Chicago
1525577,201338258,TFS-TX2011-80513,103.51,1308005580,79.05,1308055440,103.51,1308005580,76.71,1307966100,57.25,0.37,clear-day,0.44,0,0,,0,,1307964360,1308015780,104.01,1308005580,78.4,1308055500,104.01,1308005580,75.85,1307966100,1307941200,11,1307989980,175,23.2,1308001980,5.26,32.84633333,-98.247,-5,America/Chicago
1525599,201338280,TFS-TX2011-78197,103.28,1308178140,82.55,1308204840,103.28,1308178140,78.42,1308138000,67.09,0.54,,0.51,,,,,,1308138060,1308187920,103.3,1308173340,78.55,1308227820,103.3,1308173340,76.78,1308137940,1308114000,12,1308162780,141,25.93,1308183540,13.21,27.33555556,-98.6025,-5,America/Chicago
1525638,201338319,TFS-TX2011-78688,106.12,1308433980,82.42,1308483960,106.12,1308433980,86.73,1308396960,71.84,0.6,rain,0.61,0.0327,0.6933,1308416400,0.41,rain,1308395640,1308446640,101.82,1308433320,78.25,1308483960,101.82,1308433320,79.88,1308397140,1308373200,10,1308420060,185,26.03,1308423360,10.56,30.99516667,-94.11666667,-5,America/Chicago
1525651,201338332,TFS-TX2011-78651,104.29,1308436560,76.76,1308488400,104.29,1308436560,77.85,1308400920,54.88,0.36,clear-day,0.61,0,0,,0,,1308397380,1308448380,104.79,1308436560,75.95,1308488400,104.79,1308436560,76.59,1308401580,1308373200,12,1308422880,174,25.48,1308415740,12.69,31.07688142,-101.4703282,-5,America/Chicago
1525663,201338344,TFS-TX2011-78297,106.37,1308435060,78.88,1308486600,106.37,1308435060,79.63,1308398400,56.58,0.35,,0.61,0,0,,0,,1308397200,1308448380,106.87,1308435060,78.13,1308486480,106.87,1308435060,78.37,1308398700,1308373200,0,1308373200,191,15.69,1308419340,7.03,31.55029116,-100.984341,-5,America/Chicago
1525669,201338350,TFS-TX2011-80137,108.47,1308520080,83.56,1308571740,108.47,1308520080,82.07,1308475320,51.77,0.27,,0.64,0,0,,0,,1308483180,1308534780,108.97,1308520080,81.57,1308571980,108.97,1308520080,81.58,1308475320,1308459600,0,1308459600,180,33.57,1308529260,17.16,33.05833333,-100.11,-5,America/Chicago
1525678,201338359,TFS-TX2011-79799,103.4,1308522900,74.98,1308574800,103.4,1308522900,76.72,1308484740,57.65,0.38,,0.64,,,,,rain,1308484200,1308534960,103.9,1308522900,73.79,1308574800,103.9,1308522900,75.56,1308484800,1308459600,0,1308459600,110,30.67,1308525600,11.99,30.22767436,-102.6261148,-5,America/Chicago
1525686,201338367,TFS-TX2011-80196,104.41,1308510480,84.52,1308569640,104.41,1308510480,85.46,1308471000,69.29,0.55,clear-day,0.64,0,0,,0,,1308482460,1308533400,101.72,1308519360,79.84,1308570060,101.72,1308519360,80.11,1308472020,1308459600,11,1308507840,176,20.08,1308513060,6.98,30.8441,-95.72878333,-5,America/Chicago
1525693,201338374,TFS-TX2011-78257,104.63,1308522240,78,1308573540,104.63,1308522240,81.38,1308486660,54.08,0.31,clear-day,0.64,0,0,,0,,1308483540,1308534720,105.13,1308522240,77.07,1308573480,105.13,1308522240,79.52,1308486540,1308459600,12,1308509100,183,24.84,1308500760,12.23,31.68327791,-100.6053497,-5,America/Chicago
1525698,201338379,TFS-TX2011-78319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30666667,-101.5683333,-5,America/Chicago
1525705,201338386,TFS-TX2011-80348,108.47,1308614400,73.71,1308651780,108.49,1308614640,79.58,1308574320,44.14,0.23,,0.68,,,,,rain,1308570060,1308621360,108.97,1308614400,73.22,1308651780,108.99,1308614640,78.71,1308574080,1308546000,11,1308592620,197,33.75,1308612360,16.2,32.25443391,-101.4075323,-5,America/Chicago
1525707,201338388,TFS-TX2011-80140,105.39,1308608040,66.74,1308657120,105.39,1308608040,82.6,1308571680,51.81,0.32,,0.68,0,0,,0,,1308569460,1308621060,105.89,1308608040,66.25,1308657120,105.89,1308608040,80.24,1308571620,1308546000,0,1308546000,207,34.5,1308553140,18.88,33.17655,-99.55303333,-5,America/Chicago
1525747,201338428,TFS-TX2011-80144,106.03,1309041120,81.66,1309089540,106.03,1309041120,81.64,1309003440,61.7,0.4,,0.83,0,0,,0,,1309001520,1309053060,106.55,1309041060,78.95,1309089720,106.55,1309041060,79.1,1309004040,1308978000,0,1308978000,181,30.97,1309038480,17.88,33.01383333,-99.4055,-5,America/Chicago
1525752,201338433,TFS-TX2011-78312,115.97,1309124340,88.77,1309179000,115.97,1309124340,81.62,1309089120,53.67,0.27,clear-day,0.86,0,0,,0,,1309087800,1309139820,116.47,1309124340,88.28,1309179000,116.47,1309124340,80.11,1309089240,1309064400,11,1309113780,190,31.99,1309118820,17.08,34.42462845,-99.77628498,-5,America/Chicago
1525816,201338497,TFS-TX2011-80134,102.6,1309820700,78.15,1309861860,102.6,1309820700,73.76,1309779540,54.78,0.34,,0.13,0,0,,0,,1309779240,1309830840,103.1,1309820700,77.66,1309861860,103.1,1309820700,73.22,1309779600,1309755600,0,1309755600,210,19.15,1309795920,6.95,33.71078333,-99.65,-5,America/Chicago
1525827,201338508,TFS-TX2011-79043,93.18,1309816860,58.44,1309863720,93.18,1309816860,64.17,1309780500,46.65,0.33,rain,0.13,0.0199,0.1165,1309813020,1,rain,1309780920,1309831500,93.68,1309816860,57.95,1309863720,93.68,1309816860,63.68,1309780500,1309755600,0,1309755600,97,21,1309806000,7.82,30.19893195,-104.4915434,-5,America/Chicago
1525848,201338529,TFS-TX2011-78650,100.67,1309987560,75.52,1310039880,100.67,1309987560,74.51,1309953300,51.55,0.3,clear-day,0.21,0,0,,0,,1309952580,1310003640,101.17,1309987560,75.03,1310039880,101.17,1309987560,74.02,1309953300,1309928400,9,1309971960,142,18.47,1309986720,5.19,32.05519079,-100.6582557,-5,America/Chicago
1525888,201338571,TFS-TX2011-78652,108.22,1310239560,78.4,1310296560,108.22,1310239560,83.15,1310208240,52.24,0.26,rain,0.32,0.0004,0.0024,1310255760,0.32,rain,1310211360,1310263020,108.72,1310239560,77.91,1310296560,108.72,1310239560,82.66,1310208240,1310187600,11,1310237160,218,22.29,1310252220,9.44,34.51913556,-100.044172,-5,America/Chicago
1525893,201338576,TFS-TX2011-79880,101.59,1310244000,75.19,1310298660,101.59,1310244000,78.09,1310212680,50.49,0.26,clear-day,0.32,0,0,,0,,1310211900,1310263020,102.09,1310244000,74.7,1310298660,102.09,1310244000,77.6,1310212680,1310187600,12,1310237460,174,24.09,1310248980,11.06,32.95221667,-101.10195,-5,America/Chicago
1525914,201338597,TFS-TX2011-79884,97.63,1310419860,79.04,1310471040,97.63,1310419860,77.56,1310384520,60.64,0.44,clear-day,0.39,0,0,,0,,1310384640,1310435520,98.13,1310419860,78.17,1310471340,98.13,1310419860,76.41,1310384520,1310360400,11,1310410020,150,24.29,1310435040,12.2,32.41376667,-100.3359167,-5,America/Chicago
1525920,201338603,TFS-TX2011-78653,103.46,1310419020,76.3,1310471100,103.46,1310419020,81.59,1310384880,59.56,0.36,clear-day,0.39,0,0,,0,,1310384160,1310435520,103.96,1310419020,75.66,1310471100,103.96,1310419020,79.93,1310385060,1310360400,11,1310406960,170,31.2,1310428680,10.61,33.95130556,-99.315,-5,America/Chicago
1525940,201338623,TFS-TX2011-78813,86.75,1310594340,64.09,1310634480,86.75,1310594340,67.61,1310548200,59.03,0.59,rain,0.46,0.003,0.12,1310598000,1,rain,1310558640,1310608980,87.1,1310594280,63.46,1310643240,87.1,1310594280,67.12,1310548200,1310533200,0,1310533200,217,26.99,1310601600,4.06,30.82429652,-104.2239855,-5,America/Chicago
1525967,201338650,TFS-TX2011-80148,105.39,1310773800,81.51,1310819880,105.39,1310773800,82.27,1310733060,59,0.32,clear-day,0.53,0,0,,0,,1310730060,1310780820,105.89,1310773800,80.47,1310819940,105.89,1310773800,81.29,1310733540,1310706000,11,1310753760,166,22.33,1310767500,8.3,32.71545,-99.3250666,-5,America/Chicago
1525989,201338672,TFS-TX2011-78648,102.52,1311113580,75.33,1311160380,102.52,1311113580,75.66,1311076800,55.87,0.34,clear-day,0.65,0,0,,0,,1311076380,1311126720,103.02,1311113580,74.73,1311160440,103.02,1311113580,75.17,1311076800,1311051600,11,1311098280,139,13.83,1311126960,3.84,31.97731482,-101.2574601,-5,America/Chicago
1526015,201338699,TFS-TX2011-79950,91.21,1311281700,67.86,1311335220,91.21,1311281700,64.83,1311249480,53.4,0.43,rain,0.72,0.0242,0.2998,1311255180,0.89,rain,1311250140,1311299880,91.71,1311281700,67.38,1311335220,91.71,1311281700,64.34,1311249480,1311224400,11,1311271860,122,25.54,1311300420,6.26,30.30587824,-104.0885436,-5,America/Chicago
1526019,201338703,TFS-TX2011-80294,91.2,1311281700,68.76,1311335460,91.2,1311281700,65.91,1311249420,53.33,0.42,rain,0.72,0.0227,0.2811,1311255180,0.83,rain,1311250200,1311299940,91.7,1311281700,68.27,1311335460,91.7,1311281700,65.42,1311249420,1311224400,11,1311271740,126,25.06,1311300240,5.97,30.273905,-104.119581,-5,America/Chicago
1526073,201338757,TFS-TX2011-80153,107.82,1311710700,81.53,1311766680,107.82,1311710700,79.89,1311681360,58.99,0.32,clear-day,0.87,0,0,,0,,1311680820,1311730800,106.76,1311712080,80.44,1311768600,106.76,1311712080,79.4,1311681360,1311656400,11,1311705660,179,13.67,1311739200,5.44,32.53766667,-98.89916667,-5,America/Chicago
1526112,201338797,TFS-TX2011-79942,86.85,1312056600,64.93,1312116540,86.85,1312056600,63.25,1312029300,55.17,0.51,clear-day,0.01,0.0001,0.0007,1312063200,0.07,rain,1312027980,1312077120,87.35,1312056600,64.03,1312116660,87.35,1312056600,62.76,1312029300,1312002000,9,1312047300,86,15.16,1312075560,3.26,30.42281194,-103.772556,-5,America/Chicago
1526140,201338827,TFS-TX2011-79003,103.43,1312320780,70.06,1312372800,103.43,1312320780,74.82,1312285020,48.42,0.25,clear-day,0.12,0,0,,0,,1312286100,1312336200,103.93,1312320780,69.52,1312372860,103.93,1312320780,74.33,1312285020,1312261200,10,1312309500,214,26.5,1312302420,10.67,35.67753333,-101.1858167,-5,America/Chicago
1526183,201338871,TFS-TX2011-78945,103.43,1312583160,78.4,1312632120,103.43,1312583160,79.92,1312545300,60.13,0.37,clear-day,0.24,0,0,,0,,1312545240,1312594080,103.93,1312583160,77.07,1312632180,103.93,1312583160,78.9,1312545360,1312520400,11,1312569600,165,23.01,1312527660,5.83,31.47277778,-98.41388889,-5,America/Chicago
1526187,201338875,TFS-TX2011-79033,107.39,1312581120,77.39,1312633500,107.39,1312581120,78.42,1312545060,68.93,0.55,clear-day,0.24,0,0,,0,,1312545060,1312593660,104.65,1312581960,75.45,1312632540,104.65,1312581960,76.39,1312545480,1312520400,10,1312568640,177,15.6,1312599420,4.06,30.2391808,-97.27198572,-5,America/Chicago
1526209,201338897,TFS-TX2011-79929,93.79,1312743600,,,93.79,1312743600,69.79,1312722000,,,,0.31,,,,,,1312719600,1312768200,94.29,1312743600,,,94.29,1312743600,69.3,1312722000,1312693200,0,1312693200,,,,,31.14509014,-104.4271066,-5,America/Chicago
1526213,201338901,TFS-TX2011-79943,96.38,1312743060,69.91,1312805100,96.38,1312743060,68.13,1312718400,59.14,0.49,rain,0.31,0.0106,0.1859,1312754400,0.65,rain,1312719660,1312768020,96.88,1312743060,69.4,1312805220,96.88,1312743060,67.64,1312718400,1312693200,12,1312743720,28,24.18,1312747440,5,29.98064565,-104.273684,-5,America/Chicago
1526272,201338960,TFS-TX2011-79647,101.35,1313016300,74.04,1313066760,101.35,1313016300,78.19,1312977360,58.6,0.36,clear-day,0.41,0,0,,0,,1312977720,1313026680,101.78,1313016840,73.08,1313066460,101.78,1313016840,77.71,1312977420,1312952400,11,1313002140,81,20.14,1312991460,9.77,34.4975,-100.7946667,-5,America/Chicago
1526278,201338966,TFS-TX2011-80298,93.88,1313017680,68.73,1313064480,93.88,1313017680,63.29,1312980780,57.01,0.5,rain,0.41,0.0002,0.0053,1313010000,0.52,rain,1312978980,1313027100,94.38,1313017680,68.24,1313064480,94.38,1313017680,62.74,1312980780,1312952400,11,1313000940,144,23.91,1313002920,7.17,30.247262,-104.285521,-5,America/Chicago
1526288,201338976,TFS-TX2011-80170,103.13,1313096580,74.5,1313133300,103.13,1313096580,80.84,1313064240,61.65,0.39,clear-day,0.44,0.0005,0.0212,1313121600,0.11,rain,1313064360,1313112780,103.12,1313097540,72.84,1313133300,103.12,1313097540,79.42,1313064240,1313038800,11,1313088180,131,22.52,1313121600,7.98,32.1895,-100.7064333,-5,America/Chicago
1526299,201338987,TFS-TX2011-80171,107.68,1313180100,69.35,1313237820,107.68,1313180100,83.16,1313208000,66.87,0.51,rain,0.48,0.0027,0.0383,1313190420,0.73,rain,1313150220,1313198640,104.09,1313180220,67.57,1313237940,104.09,1313180220,79.65,1313208000,1313125200,10,1313178120,164,14.67,1313182140,5.29,32.49366667,-98.5435,-5,America/Chicago
1526449,201339139,TFS-TX2011-80301,92.7,1313790000,62.71,1313843460,92.7,1313790000,68.37,1313744400,57.66,0.54,,0.69,,,,,rain,1313756880,1313804160,93.22,1313790000,62,1313843760,93.22,1313790000,67.76,1313758320,1313730000,9,1313776200,333,35.66,1313794800,6.78,30.020403,-104.1132433,-5,America/Chicago
1526456,201339146,TFS-TX2011-79643,102.62,1313793720,77,1313834280,102.62,1313793720,79.27,1313740440,49.9,0.27,,0.69,0,0,,0,,1313755740,1313803740,103.12,1313793720,76.51,1313834280,103.12,1313793720,78.78,1313740440,1313730000,0,1313730000,201,24.57,1313768760,11.11,34.59433333,-101.069,-5,America/Chicago
1526476,201339167,TFS-TX2011-80079,103.32,1313964120,82.55,1314014820,103.32,1313964120,78.13,1313926080,64.49,0.45,clear-day,0.75,0,0,,0,,1313928120,1313975400,102.29,1313963820,79.44,1314015420,102.29,1313963820,77.01,1313927160,1313902800,10,1313950980,146,17.1,1313964360,6.39,31.20566,-97.7895,-5,America/Chicago
1526503,201339194,TFS-TX2011-79671,103.94,1314130140,79.19,1314187200,103.94,1314130140,79.97,1314093540,59.28,0.36,clear-day,0.82,0,0,,0,,1314100920,1314148260,104.44,1314130140,78.42,1314188700,104.44,1314130140,79.28,1314093360,1314075600,10,1314122820,189,19.02,1314129780,5.64,33.39066667,-98.14783333,-5,America/Chicago
1526567,201339260,TFS-TX2011-79320,101.25,1314224640,70.01,1314275280,101.25,1314224640,75.69,1314186420,50.3,0.29,rain,0.85,0.0072,0.3242,1314244800,1,rain,1314187980,1314235500,101.75,1314224640,69.44,1314275160,101.75,1314224640,75.2,1314186420,1314162000,10,1314209460,203,20.83,1314241800,8.51,35.12741667,-101.25165,-5,America/Chicago
1526659,201339354,TFS-TX2011-80094,106.16,1314563400,83.03,1314612240,106.16,1314563400,77.48,1314532740,55.41,0.31,clear-day,1,0.0003,0.0038,1314568680,0.14,rain,1314533220,1314579780,106.66,1314563400,82.44,1314617580,106.66,1314563400,76.99,1314532740,1314507600,10,1314556020,88,15.59,1314568320,2.42,31.40233306,-98.0626666,-5,America/Chicago
1526660,201339355,TFS-TX2011-79876,106.84,1314572340,78.68,1314621660,106.84,1314572340,77.49,1314534060,43.61,0.2,,1,0,0,,0,,1314533700,1314580440,107.34,1314572340,78.19,1314621660,107.34,1314572340,77,1314534060,1314507600,0,1314507600,220,17.68,1314564060,7.83,33.35478333,-100.43615,-5,America/Chicago
1526695,201339391,TFS-TX2011-80061,109.08,1314741180,77.05,1314794340,109.08,1314741180,80.62,1314700980,44.71,0.2,clear-day,0.08,0,0,,0,,1314706800,1314753240,109.58,1314741180,76.56,1314794340,109.58,1314741180,80.13,1314700980,1314680400,10,1314729960,174,17.04,1314738960,10.32,32.1497166,-101.2281723,-5,America/Chicago
1526698,201339394,TFS-TX2011-80260,104.15,1314741360,78.78,1314793560,104.15,1314741360,73.02,1314707100,59.99,0.43,clear-day,0.08,0,0,,0,,1314705300,1314751740,104.65,1314741360,77.68,1314793320,104.65,1314741360,72.26,1314706860,1314680400,10,1314728400,159,14.27,1314727200,4.06,32.11733333,-94.9496666,-5,America/Chicago
1526699,201339395,TFS-TX2011-80069,103.65,1314737640,77.11,1314793860,103.65,1314737640,82.45,1314707760,55.93,0.3,clear-day,0.08,0,0,,0,,1314706020,1314752340,104.15,1314737640,76.14,1314793860,104.15,1314737640,81.96,1314707760,1314680400,10,1314729360,155,21.15,1314723720,8.3,31.22755,-97.744,-5,America/Chicago
1526700,201339396,TFS-TX2011-79458,104.69,1314735000,79.49,1314795060,104.69,1314735000,76.56,1314707820,60.92,0.4,clear-day,0.08,0,0,,0,,1314705420,1314751860,104.45,1314741120,77.89,1314794700,104.45,1314741120,75.82,1314707880,1314680400,10,1314728460,162,13.12,1314732660,4.14,31.99613333,-95.44465,-5,America/Chicago
1526705,201339401,TFS-TX2011-79644,108.68,1314740760,81.66,1314794460,108.68,1314740760,79.28,1314701460,49.71,0.25,rain,0.08,0.0007,0.008,1314752340,0.56,rain,1314706560,1314753240,109.18,1314740760,81.17,1314794460,109.18,1314740760,78.79,1314701460,1314680400,9,1314729840,216,17.54,1314755700,8.45,34.57143333,-100.6205,-5,America/Chicago
1526711,201339407,TFS-TX2011-79444,100.51,1314736680,69.64,1314794100,100.51,1314736680,73.43,1314707940,47.9,0.28,clear-day,0.08,0,0,,0,,1314706680,1314752880,101.01,1314736680,69.08,1314794160,101.01,1314736680,72.94,1314707940,1314680400,10,1314729720,161,20.76,1314723840,5.87,30.35980873,-100.1782299,-5,America/Chicago
1526716,201339412,TFS-TX2011-80353,102.22,1314820680,73.52,1314877800,102.22,1314820680,75,1314793620,67.22,0.55,clear-day,0.11,0,0,,0,,1314792060,1314838200,100.82,1314822720,72.04,1314877800,100.82,1314822720,73.4,1314792960,1314766800,10,1314815220,155,12.23,1314819660,2.82,30.73838333,-95.81765,-5,America/Chicago
1526739,201339436,TFS-TX2011-79673,99.8,1314908580,76.39,1314950340,99.8,1314908580,75.97,1314879180,53.54,0.32,clear-day,0.15,0,0,,0,,1314878820,1314925140,100.3,1314908580,75.9,1314950340,100.3,1314908580,75.48,1314879180,1314853200,9,1314902040,142,17.19,1314911280,5.14,33.458791,-97.828138,-5,America/Chicago
1526787,201339485,TFS-TX2011-80337,91.9,1315167420,69.16,1315227360,91.9,1315167420,74.67,1315134300,63.98,0.55,partly-cloudy-day,0.26,0,0,1315159200,0,,1315137480,1315183320,91.82,1315169040,68.67,1315227360,91.82,1315169040,73.89,1315134420,1315112400,6,1315161900,26,33.21,1315162860,10.42,32.50935,-94.88381667,-5,America/Chicago
1526790,201339488,TFS-TX2011-79901,97.09,1315173480,70.32,1315227600,97.09,1315173480,75.4,1315137180,61.13,0.46,rain,0.26,0.0001,0.0022,1315188120,0.29,rain,1315137960,1315183740,96.65,1315173240,69.83,1315227600,96.65,1315173240,74.91,1315137180,1315112400,9,1315159320,12,39.24,1315163460,14.07,31.68375,-96.76091667,-5,America/Chicago
1526799,201339497,TFS-TX2011-80222,96.49,1315164060,75.89,1315225860,96.49,1315164060,78.65,1315137420,60.44,0.42,clear-day,0.26,0,0,,0,,1315137960,1315183620,96.99,1315164060,75.4,1315225920,96.99,1315164060,77.71,1315137420,1315112400,9,1315159620,1,34.47,1315155780,13.08,29.78583333,-96.45416667,-5,America/Chicago
1526804,201339502,TFS-TX2011-79622,94.73,1315163820,71.34,1315227240,94.73,1315163820,76.84,1315137600,59.38,0.43,partly-cloudy-day,0.26,0,0,,0,,1315137660,1315183500,95.23,1315163820,70.85,1315227240,95.23,1315163820,76.35,1315137600,1315112400,7,1315163040,10,33.97,1315162740,12.97,31.86996667,-95.62383333,-5,America/Chicago
1526809,201339507,TFS-TX2011-80241,92.51,1315167240,69.94,1315227180,92.51,1315167240,75.89,1315134600,63.39,0.52,partly-cloudy-day,0.26,0,0,1315159200,0,,1315137480,1315183380,92.54,1315168680,69.45,1315227180,92.54,1315168680,75.15,1315134960,1315112400,7,1315161840,27,32.44,1315162800,10.59,32.511811,-94.96634,-5,America/Chicago
1526817,201339515,TFS-TX2011-80108,95.28,1315173480,71.67,1315227600,95.28,1315173480,75.8,1315140600,59.69,0.43,,0.26,0,0,,0,,1315137840,1315183560,95.78,1315173480,71.18,1315227600,95.78,1315173480,75.32,1315140600,1315112400,0,1315112400,2,36.59,1315166880,14.55,31.2552,-96.1297,-5,America/Chicago
1526818,201339516,TFS-TX2011-80226,90.65,1315165740,73.25,1315222440,90.65,1315165740,78.7,1315132800,62.65,0.5,rain,0.26,0.0004,0.0084,1315112400,0.84,rain,1315137660,1315183380,91.04,1315166040,72.69,1315222440,91.04,1315166040,77.9,1315120560,1315112400,7,1315166400,13,50.64,1315166400,14.2,31.324666,-95.345333,-5,America/Chicago
1526820,201339518,TFS-TX2011-79496,97.17,1315167840,69.88,1315225800,97.17,1315167840,75.58,1315131840,60.48,0.46,rain,0.26,0.0074,0.0979,1315183740,0.86,rain,1315137840,1315183680,97.67,1315167900,69.39,1315225800,97.67,1315167900,75.1,1315131840,1315112400,9,1315159200,16,39.73,1315162560,13.58,31.9835,-96.3335,-5,America/Chicago
